subject,state,radar,start_s,end_s,duration_s,rsp_rr_bpm,ecg_hr_bpm,radar_rr_bpm,radar_hr_bpm,rr_abs_error,hr_abs_error,quality,motion_index,primary_bin,ghost_bin
S09_HDH,스쿼트,2,504.8620000000001,564.8620000000001,60.0,16.535096460480602,103.09278350515464,16.8995863844074,49.72677936262631,0.36448992392679713,53.36600414252833,0.051287216176841094,0.07590469918502805,46,32
S09_HDH,스쿼트,3,504.8620000000001,564.8620000000001,60.0,16.535096460480602,103.09278350515464,6.479346698200248,58.99655705731004,10.055749762280353,44.0962264478446,0.06884153347626397,0.092349353342384,54,8
S09_HDH,의자 착석,1,564.8620000000001,579.8620000000001,15.0,9.376296128020957,108.69565217391303,8.344081812189637,70.53211079825135,1.03221431583132,38.16354137566168,0.010018591283531953,0.08934373606912617,16,58
S09_HDH,의자 착석,2,564.8620000000001,579.8620000000001,15.0,9.376296128020957,108.69565217391303,9.11371116370216,53.47658677725116,0.26258496431879763,55.219065396661875,0.011243337243083606,0.07776591619975129,63,18
S09_HDH,의자 착석,3,564.8620000000001,579.8620000000001,15.0,9.376296128020957,108.69565217391303,9.136904304542282,45.1171875,0.23939182347867494,63.57846467391303,0.009838358405727764,0.08700262283308371,70,7
S09_HDH,운동 후 호흡,1,584.8620000000001,634.8620000000001,50.0,13.804706913211579,77.720207253886,5.6088535653372285,60.258530751982256,8.195853347874351,17.461676501903746,0.0373938828253175,0.034340075778692955,13,63
S09_HDH,운동 후 호흡,2,584.8620000000001,634.8620000000001,50.0,13.804706913211579,77.720207253886,5.576584296147576,58.87406536438876,8.228122617064002,18.84614188949724,0.03463023003651507,0.032433695570086504,65,23
S09_HDH,운동 후 호흡,3,584.8620000000001,634.8620000000001,50.0,13.804706913211579,77.720207253886,6.157591835876432,59.170354391746464,7.647115077335147,18.549852862139538,0.02153621240733306,0.030448023939360025,15,58
S17_RJS,평소 호흡,1,243.63020000000003,293.63020000000006,50.00000000000003,16.900555133871087,112.78195488721803,16.586084531138034,45.689962263324276,0.31447060273305283,67.09199262389376,0.05161239720843236,0.029149334324580112,60,65
S17_RJS,평소 호흡,2,243.63020000000003,293.63020000000006,50.00000000000003,16.900555133871087,112.78195488721803,16.542131940103832,49.13665929207872,0.35842319376725484,63.645295595139316,0.013054634944629117,0.027289061876869587,20,35
S17_RJS,평소 호흡,3,243.63020000000003,293.63020000000006,50.00000000000003,16.900555133871087,112.78195488721803,16.49556678012787,54.37759317449036,0.4049883537432173,58.40436171272768,0.019508202454046237,0.02310450105921151,15,78
S17_RJS,느린 호흡,1,303.63020000000006,353.63020000000006,50.0,6.0131532848620655,107.14285714285714,5.990459348269615,49.18462699087062,0.022693936592450115,57.95823015198652,0.09692245571066949,0.028198922722325707,14,87
