candidate,fold,seed,epoch,train_loss,wave_loss,rr_loss,motion_loss,apnea_loss,spike_rate,validation_loss
CNN_GRU,1,42,15,0.6087221998434801,0.4073075991410475,0.1973942742897914,0.14775509365762657,0.3658322329704578,0.0,0.9625745036385276
CNN_GRU,1,42,16,0.5739325550886301,0.4004958808422089,0.16176602118290387,0.1593955086544156,0.30337276355578346,0.0,0.8047702204097401
CNN_GRU,1,42,17,0.5601760217776666,0.38906296629172105,0.16177179973859054,0.16258783678595837,0.2885479016945912,0.0,1.056073708967729
CNN_GRU,1,42,18,0.5440562981825608,0.3920044568868784,0.1528293177485466,0.13243700738709707,0.24574891099563012,0.0,0.9578770670023832
CNN_GRU,1,42,19,0.5159171792177054,0.37811641280467695,0.15061933432634061,0.1386879403430682,0.17376757831527637,0.0,1.0341325781562112
CNN_GRU,1,42,20,0.5160306041057293,0.37226420365847074,0.1429893957880827,0.13215339944626275,0.22920511015332662,0.0,0.8043444373390891
CNN_GRU,1,42,21,0.4886204893772419,0.36754687153376064,0.14188266213123615,0.10183221165520641,0.14882923496457245,0.0,1.1565847938710994
CNN_GRU,1,42,22,0.4708807152051192,0.36128718256950376,0.11794357913044783,0.13434825061748806,0.11876046124559182,0.0,1.1860606887123801
CNN_GRU,1,42,23,0.46691771470583404,0.35955495421703043,0.13210360178580652,0.10120434197955407,0.10535047257748933,0.0,0.9009269855239175
CNN_GRU,1,42,24,0.48705539657519414,0.3562359429322756,0.11033378587319301,0.13150827392864112,0.24675456185180408,0.0,1.2140891768715598
CNN_GRU,1,42,25,0.4759552075312688,0.35369209693028375,0.1247434682570971,0.13550117577497775,0.1639556769424906,0.0,1.1986015384847468
CNN_GRU,1,42,26,0.4582801543749296,0.34742165758059573,0.12395827340391966,0.11303057970765691,0.13136622240910165,0.0,1.563173922625455
CNN_GRU,1,42,27,0.4935443603075468,0.35436168725673967,0.10973124624444888,0.10791541532828258,0.3136698495310086,0.0,1.124293945052407
CNN_GRU,1,42,28,0.44056786665549647,0.3337812662124634,0.1066842815050712,0.08865501177139007,0.17856728913119205,0.0,0.9626633470708673
CNN_GRU,1,42,29,0.39431681220348064,0.3234277124588306,0.09666751972757853,0.06595022419754129,0.04682646585771671,0.0,1.0513916015625
CNN_GRU,1,42,30,0.37033976178902844,0.3084211679605337,0.08644656862777013,0.0626818919625993,0.03079465149113765,0.0,1.415529121052135
CNN_GRU,1,42,31,0.3690035370680002,0.31036966488911555,0.07631497709796979,0.054404929645646076,0.04797698326695424,0.0,1.307456450028853
CNN_GRU,1,42,32,0.3564462831387153,0.3055028342283689,0.07669108504286179,0.050615085389178534,0.012374443080849373,0.0,1.3114605383439497
CNN_GRU,1,42,33,0.34336033096680274,0.29140226749273446,0.0777836664651449,0.045585739211394236,0.0197453998387433,0.0,1.1998953927646985
CNN_GRU,1,42,34,0.3313177438882681,0.28450040908960195,0.06216711470713982,0.043712361405890146,0.03495652129013951,0.0,1.0770309404893355
CNN_GRU,1,42,35,0.327536652638362,0.2764228472342858,0.07251458821388392,0.04292281076598626,0.031359731617312016,0.0,0.9088072560050271
CNN_SNN,1,42,1,1.3753682081515972,0.6632672915091882,0.3933161024863903,1.2292818738864018,1.3479323891492991,0.05027073277876927,1.448219526897777
CNN_SNN,1,42,2,1.3192464883510884,0.624871250299307,0.3860437640777001,1.1739983714543856,1.3327683852269099,0.04272881603011718,1.402692361311479
CNN_SNN,1,42,3,1.1985504168730516,0.6108667208598211,0.3523363200517801,0.6991005970881535,1.3584770294336173,0.07074353947089268,1.2638561725616455
CNN_SNN,1,42,4,1.0908216311381413,0.6026642418824709,0.32413992010630094,0.3800417395738455,1.250395422715407,0.0822788465481538,1.216214570132169
CNN_SNN,1,42,5,1.0313954555071316,0.5855221005586477,0.325273892054191,0.30466402505452816,1.111517961208637,0.09068960272348844,1.1555586728182705
CNN_SNN,1,42,6,0.9834560568516071,0.5759162453504709,0.331363496872095,0.2832319236718691,0.9260584051792439,0.09800721143300717,1.085511857813055
CNN_SNN,1,42,7,0.9191717037787804,0.570990711909074,0.2937101623186698,0.27541658694927507,0.7312129735946655,0.11400045041854565,1.1446035341783003
CNN_SNN,1,42,8,0.8832906181995686,0.5624154191750746,0.2975680287067707,0.2262532026721881,0.6342027127742768,0.11687244566587301,1.1916503797877918
CNN_SNN,1,42,9,0.8391305905122023,0.558651549082536,0.2936941763529411,0.21378225615391364,0.4543774552070178,0.14270537747786596,1.3638981038873845
CNN_SNN,1,42,10,0.8553416408025302,0.5472105842370253,0.3073565888863343,0.1800662123813079,0.5921975899201173,0.1444750604721216,1.055138956416737
CNN_SNN,1,42,11,0.8087175231713515,0.5513348111739526,0.2569544716523244,0.19533723065486322,0.4491901198258767,0.1564779153236976,1.2383043982765891
CNN_SNN,1,42,12,0.74085143162654,0.5401412954697242,0.24088274928239675,0.14603549055755138,0.2553083018614696,0.1712421878026082,1.5085928656838157
CNN_SNN,1,42,13,0.7364212283721336,0.5440013014353239,0.23830400178065667,0.12726359189702915,0.23907602704488315,0.18312935760388008,1.2513960925015537
CNN_SNN,1,42,14,0.8689038423391489,0.5497227769631606,0.2924113860497108,0.1898847801467547,0.6749920888015857,0.1760700122668193,1.0571076653220437
CNN_SNN,1,42,15,0.7870875358581543,0.5492665657630333,0.25555575879720543,0.18029131218791009,0.3699240906880452,0.16899984983297495,1.2010751420801336
CNN_SNN,1,42,16,0.7622013147060688,0.5582274491970356,0.23539002239704132,0.1516633177605959,0.27973093734337734,0.17616331118803757,1.1911972977898337
CNN_SNN,1,42,17,0.7973507688595698,0.5752301289485051,0.2946940924112613,0.11807832090327373,0.25578965223752537,0.19133668908706078,1.6300577900626443
CNN_SNN,1,42,18,0.7853373133219206,0.5748374553827139,0.2437568866289579,0.133987495303154,0.30911957633036835,0.18658338418373696,1.21160288290544
CNN_SNN,1,42,19,0.7575391365931584,0.5697177492655241,0.22354686970894153,0.10085250053984615,0.279387255356862,0.1909523734679589,1.3531975854526868
CNN_SNN,1,42,20,0.7530538870738103,0.5745298193051265,0.20986507924703451,0.08879268034003102,0.2791648977077924,0.19867548025571383,1.5441330562938342
CNN_SNN,1,42,21,0.7306943847582891,0.564917960533729,0.2099367095873906,0.11215233109318293,0.1918879998418001,0.18094380979354566,1.2223999066786333
CNN_SNN,1,42,22,0.7239836491071261,0.5734874257674584,0.18946008819800156,0.09000001002389652,0.1888308992752662,0.18623722952145796,1.5874271934682673
CNN_SNN,1,42,23,0.7245826822060805,0.5843728588177608,0.1743734204998383,0.08379638449360545,0.18131919142145378,0.19406580604039705,2.327812584963712
CNN_SNN,1,42,24,0.7606470768268292,0.5695922787372882,0.21622727948885698,0.09444964814644594,0.3202561577065633,0.18961778787466196,1.2611080408096313
CNN_SNN,1,42,25,0.7036598480664766,0.5771967401871314,0.1728789162177306,0.06892944033472584,0.13118880442701852,0.18807617265444534,1.528670917857777
